dataset;gene;soustype;typesurvie;pval_logRank;pval_Cox;FDR_logrank;FDR_Cox;HR;n;conclusion;poids
TCGA-BRCA;METTL8;Basal-like;OS;0,91;0,91;0,91;0,91;0;189;Not Significative;1,00
TCGA-BRCA;METTL8;Basal-like;DFS;0,45;0,46;0,90;0,90;-0,3;189;Not Significative;1,00
TCGA-BRCA;ALG13;All-tumours;OS;0,9;0,9;0,90;0,90;0;1074;Not Significative;1,00
TCGA-BRCA;ALG13;All-tumours;DFS;0,73;0,73;0,90;0,90;0,1;1074;Not Significative;1,00
TCGA-BRCA;ALG13;Luminal-A;OS;0,61;0,61;0,90;0,90;-0,1;543;Not Significative;1,00
TCGA-BRCA;ALG13;Luminal-A;DFS;0,25;0,25;0,90;0,90;-0,3;543;Not Significative;1,00
TCGA-BRCA;ALG13;Luminal-B;OS;0,4;0,4;0,90;0,90;-0,3;201;Not Significative;1,00
TCGA-BRCA;ALG13;Luminal-B;DFS;0,51;0,51;0,90;0,90;-0,2;201;Not Significative;1,00
TCGA-BRCA;ALG13;HER2-enriched;OS;0,88;0,88;0,90;0,90;-0,1;82;Not Significative;1,00
TCGA-BRCA;ALG13;HER2-enriched;DFS;0,88;0,88;0,90;0,90;0,1;82;Not Significative;1,00
TCGA-BRCA;ALG13;Basal-like;OS;0,84;0,84;0,90;0,90;0,1;189;Not Significative;1,00
TCGA-BRCA;ALG13;Basal-like;DFS;0,62;0,62;0,90;0,90;0,2;189;Not Significative;1,00
TCGA-BRCA;SETD6;All-tumours;OS;0,69;0,69;0,77;0,77;0,1;1074;Not Significative;1,00
TCGA-BRCA;SETD6;All-tumours;DFS;0,16;0,17;0,23;0,24;0,2;1074;Not Significative;1,00
TCGA-BRCA;SETD6;Luminal-A;OS;0,1;0,1;0,18;0,18;-0,4;543;Not Significative;1,00
TCGA-BRCA;SETD6;Luminal-A;DFS;0,11;0,11;0,18;0,18;-0,4;543;Not Significative;1,00
TCGA-BRCA;SETD6;Luminal-B;OS;0,04;0,04;0,18;0,18;0,8;201;Not Significative;1,00
TCGA-BRCA;SETD6;Luminal-B;DFS;0,07;0,08;0,18;0,18;0,6;201;Not Significative;1,00
TCGA-BRCA;SETD6;HER2-enriched;OS;0,07;0,08;0,18;0,18;0,9;82;Not Significative;1,00
TCGA-BRCA;SETD6;HER2-enriched;DFS;0;0,01;0,00;0,10;1,3;82;Significative;1,00
TCGA-BRCA;SETD6;Basal-like;OS;0,91;0,92;0,91;0,92;0;189;Not Significative;1,00
TCGA-BRCA;SETD6;Basal-like;DFS;0,39;0,39;0,49;0,49;-0,3;189;Not Significative;1,00
TCGA-BRCA;JADE1;All-tumours;OS;0,98;0,98;0,98;0,98;0;1074;Not Significative;1,00
TCGA-BRCA;JADE1;All-tumours;DFS;0,63;0,62;0,98;0,98;-0,1;1074;Not Significative;1,00
TCGA-BRCA;JADE1;Luminal-A;OS;0,25;0,25;0,87;0,87;-0,3;543;Not Significative;1,00
TCGA-BRCA;JADE1;Luminal-A;DFS;0,13;0,13;0,87;0,87;-0,3;543;Not Significative;1,00
TCGA-BRCA;JADE1;Luminal-B;OS;0,89;0,89;0,98;0,98;0;201;Not Significative;1,00
TCGA-BRCA;JADE1;Luminal-B;DFS;0,26;0,26;0,87;0,87;-0,4;201;Not Significative;1,00
TCGA-BRCA;JADE1;HER2-enriched;OS;0,89;0,89;0,98;0,98;-0,1;82;Not Significative;1,00
TCGA-BRCA;JADE1;HER2-enriched;DFS;0,71;0,71;0,98;0,98;0,2;82;Not Significative;1,00
TCGA-BRCA;JADE1;Basal-like;OS;0,81;0,81;0,98;0,98;0,1;189;Not Significative;1,00
TCGA-BRCA;JADE1;Basal-like;DFS;0,91;0,92;0,98;0,98;0;189;Not Significative;1,00
TCGA-BRCA;CHD9;All-tumours;OS;0,91;0,91;0,93;0,93;0;1074;Not Significative;1,00
TCGA-BRCA;CHD9;All-tumours;DFS;0,93;0,93;0,93;0,93;0;1074;Not Significative;1,00
TCGA-BRCA;CHD9;Luminal-A;OS;0,02;0,02;0,20;0,20;-0,6;543;Not Significative;1,00
TCGA-BRCA;CHD9;Luminal-A;DFS;0,06;0,06;0,30;0,30;-0,4;543;Not Significative;1,00
TCGA-BRCA;CHD9;Luminal-B;OS;0,19;0,19;0,55;0,58;0,5;201;Not Significative;1,00
TCGA-BRCA;CHD9;Luminal-B;DFS;0,38;0,38;0,76;0,76;0,3;201;Not Significative;1,00
TCGA-BRCA;CHD9;HER2-enriched;OS;0,22;0,23;0,55;0,58;-0,7;82;Not Significative;1,00
TCGA-BRCA;CHD9;HER2-enriched;DFS;0,62;0,62;0,77;0,77;-0,2;82;Not Significative;1,00
TCGA-BRCA;CHD9;Basal-like;OS;0,52;0,52;0,77;0,77;0,2;189;Not Significative;1,00
TCGA-BRCA;CHD9;Basal-like;DFS;0,6;0,6;0,77;0,77;0,2;189;Not Significative;1,00
TCGA-BRCA;PAAF1;All-tumours;OS;0,58;0,58;0,92;0,92;-0,1;1074;Not Significative;1,00
TCGA-BRCA;PAAF1;All-tumours;DFS;0,86;0,85;0,92;0,92;0;1074;Not Significative;1,00
TCGA-BRCA;PAAF1;Luminal-A;OS;0,8;0,8;0,92;0,92;-0,1;543;Not Significative;1,00
TCGA-BRCA;PAAF1;Luminal-A;DFS;0,9;0,9;0,92;0,92;0;543;Not Significative;1,00
TCGA-BRCA;PAAF1;Luminal-B;OS;0,11;0,12;0,55;0,60;0,6;201;Not Significative;1,00
TCGA-BRCA;PAAF1;Luminal-B;DFS;0,04;0,04;0,40;0,40;0,7;201;Not Significative;1,00
TCGA-BRCA;PAAF1;HER2-enriched;OS;0,86;0,86;0,92;0,92;-0,1;82;Not Significative;1,00
TCGA-BRCA;PAAF1;HER2-enriched;DFS;0,92;0,92;0,92;0,92;0;82;Not Significative;1,00
TCGA-BRCA;PAAF1;Basal-like;OS;0,2;0,2;0,67;0,67;-0,5;189;Not Significative;1,00
TCGA-BRCA;PAAF1;Basal-like;DFS;0,37;0,38;0,92;0,92;-0,3;189;Not Significative;1,00
TCGA-BRCA;RUFY1;All-tumours;OS;0,76;0,76;0,93;0,93;0;1074;Not Significative;1,00
TCGA-BRCA;RUFY1;All-tumours;DFS;0,83;0,83;0,93;0,93;0;1074;Not Significative;1,00
TCGA-BRCA;RUFY1;Luminal-A;OS;0,71;0,71;0,93;0,93;0,1;543;Not Significative;1,00
TCGA-BRCA;RUFY1;Luminal-A;DFS;0,61;0,62;0,93;0,93;-0,1;543;Not Significative;1,00
TCGA-BRCA;RUFY1;Luminal-B;OS;0,48;0,48;0,93;0,93;-0,3;201;Not Significative;1,00
TCGA-BRCA;RUFY1;Luminal-B;DFS;0,82;0,82;0,93;0,93;-0,1;201;Not Significative;1,00
TCGA-BRCA;RUFY1;HER2-enriched;OS;0,92;0,92;0,93;0,93;0;82;Not Significative;1,00
TCGA-BRCA;RUFY1;HER2-enriched;DFS;0,93;0,93;0,93;0,93;0;82;Not Significative;1,00
TCGA-BRCA;RUFY1;Basal-like;OS;0,17;0,18;0,93;0,93;0,5;189;Not Significative;1,00
TCGA-BRCA;RUFY1;Basal-like;DFS;0,27;0,28;0,93;0,93;0,4;189;Not Significative;1,00
TCGA-BRCA;WDR26;All-tumours;OS;0,6;0,6;0,96;0,96;0,1;1074;Not Significative;1,00
TCGA-BRCA;WDR26;All-tumours;DFS;0,8;0,8;0,96;0,96;0;1074;Not Significative;1,00
TCGA-BRCA;WDR26;Luminal-A;OS;0,73;0,73;0,96;0,96;0,1;543;Not Significative;1,00
TCGA-BRCA;WDR26;Luminal-A;DFS;0,94;0,94;0,96;0,96;0;543;Not Significative;1,00
TCGA-BRCA;WDR26;Luminal-B;OS;0,69;0,69;0,96;0,96;-0,1;201;Not Significative;1,00
TCGA-BRCA;WDR26;Luminal-B;DFS;0,96;0,96;0,96;0,96;0;201;Not Significative;1,00
TCGA-BRCA;WDR26;HER2-enriched;OS;0,27;0,28;0,96;0,96;-0,6;82;Not Significative;1,00
TCGA-BRCA;WDR26;HER2-enriched;DFS;0,15;0,15;0,96;0,96;-0,7;82;Not Significative;1,00
TCGA-BRCA;WDR26;Basal-like;OS;0,75;0,75;0,96;0,96;0,1;189;Not Significative;1,00
TCGA-BRCA;WDR26;Basal-like;DFS;0,92;0,92;0,96;0,96;0;189;Not Significative;1,00
TCGA-BRCA;WDR82;All-tumours;OS;0,38;0,38;0,64;0,65;0,1;1074;Not Significative;1,00
TCGA-BRCA;WDR82;All-tumours;DFS;0,29;0,29;0,64;0,65;0,2;1074;Not Significative;1,00
TCGA-BRCA;WDR82;Luminal-A;OS;0,52;0,52;0,64;0,65;-0,2;543;Not Significative;1,00
TCGA-BRCA;WDR82;Luminal-A;DFS;0,84;0,84;0,84;0,84;0;543;Not Significative;1,00
TCGA-BRCA;WDR82;Luminal-B;OS;0,15;0,16;0,64;0,65;0,5;201;Not Significative;1,00
TCGA-BRCA;WDR82;Luminal-B;DFS;0,13;0,13;0,64;0,65;0,5;201;Not Significative;1,00
TCGA-BRCA;WDR82;HER2-enriched;OS;0,2;0,2;0,64;0,65;0,7;82;Not Significative;1,00
TCGA-BRCA;WDR82;HER2-enriched;DFS;0,47;0,47;0,64;0,65;0,3;82;Not Significative;1,00
TCGA-BRCA;WDR82;Basal-like;OS;0,51;0,52;0,64;0,65;0,2;189;Not Significative;1,00
TCGA-BRCA;WDR82;Basal-like;DFS;0,58;0,59;0,64;0,66;0,2;189;Not Significative;1,00
TCGA-BRCA;DCAF11;All-tumours;OS;0,99;1;0,99;1,00;0;1074;Not Significative;1,00
TCGA-BRCA;DCAF11;All-tumours;DFS;0,75;0,75;0,87;0,87;0;1074;Not Significative;1,00
TCGA-BRCA;DCAF11;Luminal-A;OS;0,64;0,65;0,87;0,87;-0,1;543;Not Significative;1,00
TCGA-BRCA;DCAF11;Luminal-A;DFS;0,56;0,56;0,87;0,87;0,1;543;Not Significative;1,00
TCGA-BRCA;DCAF11;Luminal-B;OS;0,6;0,6;0,87;0,87;-0,2;201;Not Significative;1,00
TCGA-BRCA;DCAF11;Luminal-B;DFS;0,55;0,55;0,87;0,87;-0,2;201;Not Significative;1,00
TCGA-BRCA;DCAF11;HER2-enriched;OS;0;0,01;0,00;0,10;-2;82;Significative;1,00
TCGA-BRCA;DCAF11;HER2-enriched;DFS;0,09;0,09;0,45;0,45;-0,8;82;Not Significative;1,00
TCGA-BRCA;DCAF11;Basal-like;OS;0,5;0,5;0,87;0,87;0,3;189;Not Significative;1,00
TCGA-BRCA;DCAF11;Basal-like;DFS;0,78;0,78;0,87;0,87;0,1;189;Not Significative;1,00
TCGA-BRCA;SKIC8;All-tumours;OS;0,67;0,67;0,67;0,67;0,1;1074;Not Significative;1,00
TCGA-BRCA;SKIC8;All-tumours;DFS;0,29;0,29;0,53;0,53;0,2;1074;Not Significative;1,00
TCGA-BRCA;SKIC8;Luminal-A;OS;0,37;0,37;0,53;0,53;0,2;543;Not Significative;1,00
TCGA-BRCA;SKIC8;Luminal-A;DFS;0,32;0,32;0,53;0,53;0,2;543;Not Significative;1,00
TCGA-BRCA;SKIC8;Luminal-B;OS;0,34;0,34;0,53;0,53;-0,3;201;Not Significative;1,00
TCGA-BRCA;SKIC8;Luminal-B;DFS;0,24;0,24;0,53;0,53;-0,4;201;Not Significative;1,00
TCGA-BRCA;SKIC8;HER2-enriched;OS;0,16;0,17;0,53;0,53;-0,7;82;Not Significative;1,00
TCGA-BRCA;SKIC8;HER2-enriched;DFS;0,57;0,57;0,67;0,67;-0,3;82;Not Significative;1,00
TCGA-BRCA;SKIC8;Basal-like;OS;0,24;0,24;0,53;0,53;0,4;189;Not Significative;1,00
TCGA-BRCA;SKIC8;Basal-like;DFS;0,64;0,64;0,67;0,67;0,2;189;Not Significative;1,00
TCGA-BRCA;THUMPD2;All-tumours;OS;0,14;0,14;0,28;0,28;-0,2;1074;Not Significative;1,00
TCGA-BRCA;THUMPD2;All-tumours;DFS;0,42;0,42;0,70;0,70;-0,1;1074;Not Significative;1,00
TCGA-BRCA;THUMPD2;Luminal-A;OS;0,76;0,76;0,94;0,95;-0,1;543;Not Significative;1,00
TCGA-BRCA;THUMPD2;Luminal-A;DFS;0,96;0,96;0,96;0,96;0;543;Not Significative;1,00
TCGA-BRCA;THUMPD2;Luminal-B;OS;0,05;0,05;0,17;0,17;-0,8;201;Not Significative;1,00
TCGA-BRCA;THUMPD2;Luminal-B;DFS;0,09;0,09;0,22;0,22;-0,6;201;Not Significative;1,00
TCGA-BRCA;THUMPD2;HER2-enriched;OS;0,85;0,86;0,94;0,96;-0,1;82;Not Significative;1,00
TCGA-BRCA;THUMPD2;HER2-enriched;DFS;0,64;0,64;0,91;0,91;-0,2;82;Not Significative;1,00
TCGA-BRCA;THUMPD2;Basal-like;OS;0,04;0,05;0,17;0,17;-0,9;189;Not Significative;1,00
TCGA-BRCA;THUMPD2;Basal-like;DFS;0,03;0,04;0,17;0,17;-0,8;189;Not Significative;1,00
TCGA-BRCA;ASXL3;All-tumours;OS;0,3;0,31;0,54;0,54;0,2;1074;Not Significative;1,00
TCGA-BRCA;ASXL3;All-tumours;DFS;0,63;0,64;0,70;0,71;0,1;1074;Not Significative;1,00
TCGA-BRCA;ASXL3;Luminal-A;OS;0,33;0,33;0,54;0,54;-0,3;543;Not Significative;1,00
TCGA-BRCA;ASXL3;Luminal-A;DFS;0,34;0,34;0,54;0,54;-0,2;543;Not Significative;1,00
TCGA-BRCA;ASXL3;Luminal-B;OS;0,4;0,41;0,54;0,54;-0,3;201;Not Significative;1,00
TCGA-BRCA;ASXL3;Luminal-B;DFS;0,22;0,22;0,54;0,54;-0,4;201;Not Significative;1,00
TCGA-BRCA;ASXL3;HER2-enriched;OS;0,9;0,9;0,90;0,90;-0,1;82;Not Significative;1,00
TCGA-BRCA;ASXL3;HER2-enriched;DFS;0,43;0,43;0,54;0,54;0,4;82;Not Significative;1,00
TCGA-BRCA;ASXL3;Basal-like;OS;0,16;0,16;0,54;0,54;0,6;189;Not Significative;1,00
TCGA-BRCA;ASXL3;Basal-like;DFS;0,41;0,41;0,54;0,54;0,3;189;Not Significative;1,00
TCGA-BRCA;SETD7;All-tumours;OS;0,02;0,02;0,07;0,07;-0,4;1074;Significative;1,00
TCGA-BRCA;SETD7;All-tumours;DFS;0,04;0,04;0,10;0,10;-0,3;1074;Significative;1,00
TCGA-BRCA;SETD7;Luminal-A;OS;0,01;0,01;0,05;0,05;-0,6;543;Significative;1,00
TCGA-BRCA;SETD7;Luminal-A;DFS;0;0;0,00;0,00;-0,7;543;Significative;1,00
TCGA-BRCA;SETD7;Luminal-B;OS;0,63;0,63;0,63;0,63;-0,2;201;Not Significative;1,00
TCGA-BRCA;SETD7;Luminal-B;DFS;0,62;0,62;0,63;0,63;-0,2;201;Not Significative;1,00
TCGA-BRCA;SETD7;HER2-enriched;OS;0,12;0,13;0,24;0,26;-0,8;82;Not Significative;1,00
TCGA-BRCA;SETD7;HER2-enriched;DFS;0,2;0,21;0,33;0,35;-0,6;82;Not Significative;1,00
TCGA-BRCA;SETD7;Basal-like;OS;0,47;0,47;0,59;0,59;-0,3;189;Not Significative;1,00
TCGA-BRCA;SETD7;Basal-like;DFS;0,43;0,43;0,59;0,59;-0,3;189;Not Significative;1,00
TCGA-BRCA;TDRD3;All-tumours;OS;0,13;0,13;0,43;0,43;0,2;1074;Not Significative;1,00
TCGA-BRCA;TDRD3;All-tumours;DFS;0,52;0,52;0,84;0,84;0,1;1074;Not Significative;1,00
TCGA-BRCA;TDRD3;Luminal-A;OS;0,58;0,58;0,84;0,84;0,1;543;Not Significative;1,00
TCGA-BRCA;TDRD3;Luminal-A;DFS;0,76;0,76;0,84;0,84;0,1;543;Not Significative;1,00
TCGA-BRCA;TDRD3;Luminal-B;OS;0,63;0,63;0,84;0,84;0,2;201;Not Significative;1,00
TCGA-BRCA;TDRD3;Luminal-B;DFS;0,5;0,5;0,84;0,84;0,2;201;Not Significative;1,00
TCGA-BRCA;TDRD3;HER2-enriched;OS;0,01;0,01;0,05;0,05;-1,6;82;Significative;1,00
TCGA-BRCA;TDRD3;HER2-enriched;DFS;0;0,01;0,00;0,05;-1,4;82;Significative;1,00
TCGA-BRCA;TDRD3;Basal-like;OS;0,75;0,75;0,84;0,84;0,1;189;Not Significative;1,00
TCGA-BRCA;TDRD3;Basal-like;DFS;0,98;0,98;0,98;0,98;0;189;Not Significative;1,00
TCGA-BRCA;SEH1L;All-tumours;OS;0,47;0,47;0,59;0,59;0,1;1074;Not Significative;1,00
TCGA-BRCA;SEH1L;All-tumours;DFS;0,42;0,42;0,59;0,59;0,1;1074;Not Significative;1,00
TCGA-BRCA;SEH1L;Luminal-A;OS;0,41;0,41;0,59;0,59;0,2;543;Not Significative;1,00
TCGA-BRCA;SEH1L;Luminal-A;DFS;0,17;0,17;0,57;0,57;0,3;543;Not Significative;1,00
TCGA-BRCA;SEH1L;Luminal-B;OS;0,95;0,95;0,95;0,95;0;201;Not Significative;1,00
TCGA-BRCA;SEH1L;Luminal-B;DFS;0,91;0,91;0,95;0,95;0;201;Not Significative;1,00
TCGA-BRCA;SEH1L;HER2-enriched;OS;0,26;0,26;0,58;0,58;0,6;82;Not Significative;1,00
TCGA-BRCA;SEH1L;HER2-enriched;DFS;0,09;0,1;0,57;0,57;0,8;82;Not Significative;1,00
TCGA-BRCA;SEH1L;Basal-like;OS;0,15;0,15;0,57;0,57;0,6;189;Not Significative;1,00
TCGA-BRCA;SEH1L;Basal-like;DFS;0,29;0,29;0,58;0,58;0,3;189;Not Significative;1,00
TCGA-BRCA;DOHH;All-tumours;OS;0,95;0,95;0,98;0,98;0;1074;Not Significative;1,00
TCGA-BRCA;DOHH;All-tumours;DFS;0,78;0,78;0,98;0,98;0;1074;Not Significative;1,00
TCGA-BRCA;DOHH;Luminal-A;OS;0,48;0,48;0,98;0,98;0,2;543;Not Significative;1,00
TCGA-BRCA;DOHH;Luminal-A;DFS;0,45;0,44;0,98;0,98;0,2;543;Not Significative;1,00
TCGA-BRCA;DOHH;Luminal-B;OS;0,78;0,78;0,98;0,98;-0,1;201;Not Significative;1,00
TCGA-BRCA;DOHH;Luminal-B;DFS;0,87;0,87;0,98;0,98;0,1;201;Not Significative;1,00
TCGA-BRCA;DOHH;HER2-enriched;OS;0,97;0,97;0,98;0,98;0;82;Not Significative;1,00
TCGA-BRCA;DOHH;HER2-enriched;DFS;0,98;0,98;0,98;0,98;0;82;Not Significative;1,00
TCGA-BRCA;DOHH;Basal-like;OS;0,81;0,81;0,98;0,98;-0,1;189;Not Significative;1,00
TCGA-BRCA;DOHH;Basal-like;DFS;0,81;0,81;0,98;0,98;0,1;189;Not Significative;1,00
TCGA-BRCA;GRWD1;All-tumours;OS;0,17;0,17;0,43;0,45;-0,2;1074;Not Significative;1,00
TCGA-BRCA;GRWD1;All-tumours;DFS;0,17;0,17;0,43;0,45;-0,2;1074;Not Significative;1,00
TCGA-BRCA;GRWD1;Luminal-A;OS;0,42;0,42;0,47;0,47;0,2;543;Not Significative;1,00
TCGA-BRCA;GRWD1;Luminal-A;DFS;0,41;0,41;0,47;0,47;0,2;543;Not Significative;1,00
TCGA-BRCA;GRWD1;Luminal-B;OS;0,23;0,23;0,43;0,45;-0,4;201;Not Significative;1,00
TCGA-BRCA;GRWD1;Luminal-B;DFS;0,2;0,21;0,43;0,45;-0,4;201;Not Significative;1,00
TCGA-BRCA;GRWD1;HER2-enriched;OS;0,56;0,56;0,56;0,56;-0,3;82;Not Significative;1,00
TCGA-BRCA;GRWD1;HER2-enriched;DFS;0,37;0,38;0,47;0,47;-0,4;82;Not Significative;1,00
TCGA-BRCA;GRWD1;Basal-like;OS;0,16;0,17;0,43;0,45;-0,5;189;Not Significative;1,00
TCGA-BRCA;GRWD1;Basal-like;DFS;0,26;0,27;0,43;0,45;-0,4;189;Not Significative;1,00
TCGA-BRCA;L3MBTL2;All-tumours;OS;0,75;0,75;0,83;0,83;-0,1;1074;Not Significative;1,00
TCGA-BRCA;L3MBTL2;All-tumours;DFS;0,43;0,43;0,83;0,83;-0,1;1074;Not Significative;1,00
TCGA-BRCA;L3MBTL2;Luminal-A;OS;0,86;0,86;0,86;0,86;0;543;Not Significative;1,00
TCGA-BRCA;L3MBTL2;Luminal-A;DFS;0,71;0,71;0,83;0,83;-0,1;543;Not Significative;1,00
TCGA-BRCA;L3MBTL2;Luminal-B;OS;0,63;0,63;0,83;0,83;0,2;201;Not Significative;1,00
TCGA-BRCA;L3MBTL2;Luminal-B;DFS;0,59;0,59;0,83;0,83;0,2;201;Not Significative;1,00
TCGA-BRCA;L3MBTL2;HER2-enriched;OS;0,16;0,17;0,83;0,83;-0,7;82;Not Significative;1,00
TCGA-BRCA;L3MBTL2;HER2-enriched;DFS;0,17;0,17;0,83;0,83;-0,6;82;Not Significative;1,00
TCGA-BRCA;L3MBTL2;Basal-like;OS;0,32;0,32;0,83;0,83;0,4;189;Not Significative;1,00
TCGA-BRCA;L3MBTL2;Basal-like;DFS;0,37;0,38;0,83;0,83;0,3;189;Not Significative;1,00
TCGA-BRCA;SETDB2;All-tumours;OS;0,51;0,51;0,80;0,80;-0,1;1074;Not Significative;1,00
TCGA-BRCA;SETDB2;All-tumours;DFS;0,8;0,8;0,80;0,80;0;1074;Not Significative;1,00
TCGA-BRCA;SETDB2;Luminal-A;OS;0,55;0,55;0,80;0,80;0,2;543;Not Significative;1,00
TCGA-BRCA;SETDB2;Luminal-A;DFS;0,43;0,43;0,80;0,80;0,2;543;Not Significative;1,00
TCGA-BRCA;SETDB2;Luminal-B;OS;0,76;0,76;0,80;0,80;-0,1;201;Not Significative;1,00
TCGA-BRCA;SETDB2;Luminal-B;DFS;0,71;0,71;0,80;0,80;-0,1;201;Not Significative;1,00
TCGA-BRCA;SETDB2;HER2-enriched;OS;0,23;0,24;0,80;0,80;-0,6;82;Not Significative;1,00
TCGA-BRCA;SETDB2;HER2-enriched;DFS;0,1;0,11;0,80;0,80;-0,8;82;Not Significative;1,00
TCGA-BRCA;SETDB2;Basal-like;OS;0,44;0,45;0,80;0,80;0,3;189;Not Significative;1,00
TCGA-BRCA;SETDB2;Basal-like;DFS;0,65;0,65;0,80;0,80;0,2;189;Not Significative;1,00
TCGA-BRCA;TAF3;All-tumours;OS;0,57;0,57;0,94;0,94;-0,1;1074;Not Significative;1,00
TCGA-BRCA;TAF3;All-tumours;DFS;0,33;0,33;0,94;0,94;-0,1;1074;Not Significative;1,00
TCGA-BRCA;TAF3;Luminal-A;OS;0,04;0,04;0,20;0,20;-0,5;543;Not Significative;1,00
TCGA-BRCA;TAF3;Luminal-A;DFS;0,04;0,04;0,20;0,20;-0,5;543;Not Significative;1,00
TCGA-BRCA;TAF3;Luminal-B;OS;0,66;0,66;0,94;0,94;0,2;201;Not Significative;1,00
TCGA-BRCA;TAF3;Luminal-B;DFS;0,51;0,51;0,94;0,94;0,2;201;Not Significative;1,00
TCGA-BRCA;TAF3;HER2-enriched;OS;0,88;0,88;0,98;0,98;0,1;82;Not Significative;1,00
TCGA-BRCA;TAF3;HER2-enriched;DFS;0,52;0,53;0,94;0,94;0,3;82;Not Significative;1,00
TCGA-BRCA;TAF3;Basal-like;OS;0,99;0,99;0,99;0,99;0;189;Not Significative;1,00
TCGA-BRCA;TAF3;Basal-like;DFS;0,85;0,85;0,98;0,98;-0,1;189;Not Significative;1,00
TCGA-BRCA;WDR87;All-tumours;OS;0,3;0,3;0,43;0,43;0,2;1074;Not Significative;1,00
TCGA-BRCA;WDR87;All-tumours;DFS;0,23;0,23;0,43;0,43;0,2;1074;Not Significative;1,00
TCGA-BRCA;WDR87;Luminal-A;OS;0,25;0,25;0,43;0,43;0,3;543;Not Significative;1,00
TCGA-BRCA;WDR87;Luminal-A;DFS;0,15;0,15;0,43;0,43;0,3;543;Not Significative;1,00
TCGA-BRCA;WDR87;Luminal-B;OS;0,28;0,28;0,43;0,43;0,4;201;Not Significative;1,00
TCGA-BRCA;WDR87;Luminal-B;DFS;0,42;0,42;0,47;0,47;0,3;201;Not Significative;1,00
TCGA-BRCA;WDR87;HER2-enriched;OS;0,42;0,42;0,47;0,47;0,4;82;Not Significative;1,00
TCGA-BRCA;WDR87;HER2-enriched;DFS;0,85;0,85;0,85;0,85;0,1;82;Not Significative;1,00
TCGA-BRCA;WDR87;Basal-like;OS;0,04;0,05;0,40;0,43;-0,9;189;Not Significative;1,00
TCGA-BRCA;WDR87;Basal-like;DFS;0,14;0,15;0,43;0,43;-0,5;189;Not Significative;1,00
TCGA-BRCA;WDR54;All-tumours;OS;0,69;0,69;0,83;0,83;0,1;1074;Not Significative;1,00
TCGA-BRCA;WDR54;All-tumours;DFS;0,89;0,89;0,89;0,89;0;1074;Not Significative;1,00
TCGA-BRCA;WDR54;Luminal-A;OS;0,31;0,31;0,62;0,62;0,3;543;Not Significative;1,00
TCGA-BRCA;WDR54;Luminal-A;DFS;0,37;0,37;0,62;0,62;0,2;543;Not Significative;1,00
TCGA-BRCA;WDR54;Luminal-B;OS;0,2;0,2;0,50;0,50;-0,5;201;Not Significative;1,00
TCGA-BRCA;WDR54;Luminal-B;DFS;0,15;0,15;0,50;0,50;-0,5;201;Not Significative;1,00
TCGA-BRCA;WDR54;HER2-enriched;OS;0,14;0,15;0,50;0,50;0,8;82;Not Significative;1,00
TCGA-BRCA;WDR54;HER2-enriched;DFS;0,15;0,16;0,50;0,50;0,7;82;Not Significative;1,00
TCGA-BRCA;WDR54;Basal-like;OS;0,61;0,61;0,83;0,83;0,2;189;Not Significative;1,00
TCGA-BRCA;WDR54;Basal-like;DFS;0,75;0,75;0,83;0,83;0,1;189;Not Significative;1,00
TCGA-BRCA;WDR75;All-tumours;OS;0,26;0,26;0,52;0,52;0,2;1074;Not Significative;1,00
TCGA-BRCA;WDR75;All-tumours;DFS;0,75;0,75;0,97;0,97;0;1074;Not Significative;1,00
TCGA-BRCA;WDR75;Luminal-A;OS;0,95;0,95;0,97;0,97;0;543;Not Significative;1,00
TCGA-BRCA;WDR75;Luminal-A;DFS;0,63;0,63;0,97;0,97;-0,1;543;Not Significative;1,00
TCGA-BRCA;WDR75;Luminal-B;OS;0,81;0,81;0,97;0,97;0,1;201;Not Significative;1,00
TCGA-BRCA;WDR75;Luminal-B;DFS;0,97;0,97;0,97;0,97;0;201;Not Significative;1,00
TCGA-BRCA;WDR75;HER2-enriched;OS;0,1;0,11;0,52;0,52;-0,9;82;Not Significative;1,00
TCGA-BRCA;WDR75;HER2-enriched;DFS;0,13;0,14;0,52;0,52;-0,7;82;Not Significative;1,00
TCGA-BRCA;WDR75;Basal-like;OS;0,24;0,24;0,52;0,52;0,4;189;Not Significative;1,00
TCGA-BRCA;WDR75;Basal-like;DFS;0,23;0,24;0,52;0,52;0,4;189;Not Significative;1,00
TCGA-BRCA;UTP15;All-tumours;OS;0,52;0,52;0,95;0,95;-0,1;1074;Not Significative;1,00
TCGA-BRCA;UTP15;All-tumours;DFS;0,91;0,91;0,95;0,95;0;1074;Not Significative;1,00
TCGA-BRCA;UTP15;Luminal-A;OS;0,54;0,54;0,95;0,95;-0,2;543;Not Significative;1,00
TCGA-BRCA;UTP15;Luminal-A;DFS;0,95;0,95;0,95;0,95;0;543;Not Significative;1,00
TCGA-BRCA;UTP15;Luminal-B;OS;0,32;0,32;0,95;0,95;-0,4;201;Not Significative;1,00
TCGA-BRCA;UTP15;Luminal-B;DFS;0,85;0,85;0,95;0,95;0,1;201;Not Significative;1,00
TCGA-BRCA;UTP15;HER2-enriched;OS;0,64;0,64;0,95;0,95;-0,2;82;Not Significative;1,00
TCGA-BRCA;UTP15;HER2-enriched;DFS;0,75;0,75;0,95;0,95;0,1;82;Not Significative;1,00
